0101	AS	Additional Services	A	BILK		78803.20	0
0101	DP	Down Payment	A	BOB		20800.00	1
0101	I	Schematic Design	A	BOB		46800.00	0
0101	II	Design Development	A	BOB		56160.00	0
0101	III	Contract Document	A	BOB		56160.00	0
0101	IV	Contract Administration	A	BOB		28080.00	0
0102	 	HILTON GUAM RESORT & SPA				0.00	0
0102	DP	DOWN PAYMENT	A	RB		19250.00	1
0102	I	PLANNING	A	RB		31185.00	0
0102	II	DESIGN CONCEPT	A	RB		31185.00	0
0102	III	ARCHITECTURAL INFORMATION	A	RB		50242.50	0
0102	IV	MILLWORK & SPECS	A	RB		34650.00	0
0102	V	TENDER ASSISTENCE	A	RB		25987.50	0
0103	 	Hilton Osaka, Japan				0.00	0
0103	DP	DOWN PAYMENT	A	RB		39500.00	1
0103	I	PLANNING	A	RB		63990.00	0
0103	II	DESIGN CONCEPT	A	RB		63990.00	0
0103	III	ARCHITECTURAL INFORMATION	A	RB		103095.0	0
0103	IV	MILLWORK & SPECS	A	RB		71100.00	0
0103	V	TENDER ASSISTENCE	A	RB		53325.00	0
0104	 	Park Hyatt Mumbai				0.00	0
0104	DP	Initial Consultation	A	BOB		50000.00	0
0104	I A	Public Areas	A	BOB	5/14/2001 0:00:00	39600.00	0
0104	I B	Apartmants				9900.00	0
0104	I C	Guestrooms & Suites				14850.00	0
0104	II A	Public Areas	A	BOB	7/12/2001 0:00:00	39600.00	0
0104	II B	Apartments				9900.00	0
0104	II C	Guestrooms & Suites				14850.00	0
0104	III A	Public Areas AR/FF/RC	A	BILK		29700.00	0
0104	III B	Apartmentes AR/FF/RC				9900.00	0
0104	III C	Guestrooms & suites AR/FF/RC				9900.00	0
0104	III D	Public Areas FC/EM/IE/DET				34650.00	0
0104	III E	Model One Bedroom Apartment				14850.00	0
0104	III F	Model Room Package				24750.00	0
0104	IV A	Public Areas - FD	A	BILK		14850.00	0
0104	IV B	Apartments - Plans/IE/DET				19800.00	0
0104	IV C	Guestrooms & Suites - Plas/IE/DET				19800.00	0
0104	IV D	Public Areas - Specifications				29700.00	0
0104	IV E	Apartments - Specifications				19800.00	0
0104	IV F	Guestrroms & Suites - Specifications				24750.00	0
0104	V	Tender Assistance	A	BILK		63850.00	0
0105	 	H.R.Deli, Pub.Area/Pres Suites				0.00	0
0105	DP	Initial Payment	A	RB		18000.00	1
0105	I	PLANNING	A	RB	5/11/2001 0:00:00	81000.00	0
0105	II	Design Concept	A	RB	7/12/2001 0:00:00	81000.00	0
0106	 	HYATT REGENCY PARIS MADALEINE				0.00	0
0106	DP	Down Payment	A	BOB		6800.00	1
0106	I	PLANNING	A	RB	5/14/2001 0:00:00	11016.00	0
0106	II	DESIGN CONCEPT	A	RB	5/9/2001 0:00:00	11016.00	0
0106	III	Architectural Information	A	BOB		15300.00	0
0106	IV	Millwork & Specs	A	BOB		14688.00	0
0106	V	Coordination & Installation	A	BOB		9180.00	0
0107	 	LE MERIDIEN BANGKOK				0.00	0
0107	I	PLANNING	A	RB	5/30/2001 0:00:00		0
0108	 	Villa Magna Hotel Madrid Spain				0.00	0
0108	I	PLANNING	A	RB	5/17/2001 0:00:00		0
0109	 	Hilton Sidney				0.00	0
0109	I	PLANNINIG	A	RB	5/30/2001 0:00:00		0
0109	II	DESIGN CONCEPT	A	RB	5/22/2001 0:00:00		0
0110	 	MAYFAIR HOTEL, SHANGHAI				0.00	0
0110	AS	Additional Services	A	BILK		10000.00	0
0110	DP	DOWN PAYMENT	A	BOB		74000.00	1
0110	I	PLANNING	A	BOB	5/22/2001 0:00:00	50320.00	0
0110	II	DESIGN CONCEPT	A	BOB	5/31/2001 0:00:00	50320.00	0
0110	III	Architectural Information	A	BOB		74000.00	0
0110	IV	Millwork & Specs	A	BOB	9/26/2001 0:00:00	71040.00	0
0110	JSC	JOB SITE COORDINATOR	A	BILK			0
0110	V	Tender Assistence	A	BOB		38480.00	0
0110	VI	Construction and Installation	A	BILK		11840.00	0
0110.1	 	Ramada Plaza - Bar				0.00	0
0110.1	DP	Down Payment	A	BILK		5000.00	1
0110.1	I	Planning	A	BILK		6750.00	0
0110.1	II	Design Concept	A	BILK		6750.00	0
0110.1	III	Architectural Information	A	BILK		11250.00	0
0110.1	IV	Ramada Plaza - Bar	A	BILK	6/16/2003 0:00:00	13500.00	0
0110.1	V					6750.00	0
0111	 	KUNLUN HOTEL BEIJING				0.00	0
0111	DP	DOWN PAYMENT	A	BOB		10000.00	1
0111	I	PLANNING	A	RB	6/7/2001 0:00:00	9000.00	0
0111	II	DESIGN CONCEPT	A	RB	6/7/2001 0:00:00	9000.00	0
0111	III	Architectural Information	A	BOB		12500.00	0
0111	IV	Millwork & Specs	A	BOB		12000.00	0
0111	V	Tender Assistence	A	RB	9/26/2001 0:00:00	7500.00	0
0112	 	HYATT REGENCY  LISBON				0.00	0
0112	DP	DOWN PAYMENT	A	BOB		27500.00	1
0112	I	PLANNING	A	BOB		44550.00	0
0112	II	DESIGN CONCEPT	A	BOB		44550.00	0
0112	III	ARCHITECTURAL INFORMATION	A	BOB		61875.00	0
0112	IV	MILLWORK & SPECS	A	BOB		59400.00	0
0112	V	TENDER ASSISTANCE	A	BOB		37125.00	0
0113	 	Hyatt Regency Casablanca				0.00	0
0113	I	Planning	A	BILK	7/11/2001 0:00:00		0
0114	 	Shangri-la Pudong				0.00	0
0114	AS	AS				12000.00	0
0114	DP	Down Payment	A	BILK		99500.00	1
0114	IA	planning	A	BILK		74625.00	0
0114	IB	Planning	A	BILK		74625.00	0
0114	II	Design Concept	A	BILK	10/11/2001 0:00:00	149250.0	0
0114	III	Architectural Information	A	BILK		248750.0	0
0114	IV	Millwork & Specs	A	BILK		149250.0	0
0114	JSC	Job Site Coordination				12820.51	0
0114	V	Contract Document Stage - FF&E Tender Package	A	BILK		149250.0	0
0114	VI	Compilation of Defect Lists	A	BILK		49750.00	0
0115	 	Harbour Plaza Presidential ste				0.00	0
0115	DP	Down Payment	A	BILK		19800.00	1
0115	I	Planning	A	BILK		32076.00	0
0115	II	Design Concept	A	BILK		32076.00	0
0115	III	Architectural Information	A	BILK		44550.00	0
0115	IV	Millwork and Specs	A	BILK		42768.00	0
0115	V	Tender Assistence	A	BILK		26730.00	0
0116	 	Shangri-La Dubai				0.00	0
0116	DP	Down Payment	A	BILK		16000.00	1
0116	I	Planning	A	BILK	7/12/2001 0:00:00	24000.00	0
0116	II	Design Concept	A	BILK	8/22/2001 0:00:00	24000.00	0
0116	III	Architectural Information	A	BILK		40000.00	0
0116	IV	Millwork & Specs	A	BILK		24000.00	0
0116	V	Tender Assistence	A	BILK		24000.00	0
0116	VI	Construction & Installation	A	BILK		8000.00	0
0117	 	New World Office Main Lobby				0.00	0
0117	DP	Down Payment	A	BILK		19800.00	1
0117	I	Planning	A	BILK		30294.00	0
0117	II	Design Concept	A	BILK		30294.00	0
0117	III	Architectural Information	A	BILK	9/21/2001 0:00:00	44550.00	0
0117	IV	Millwork & Specs	A	BILK		42768.00	0
0117	V	Tender Assitance	A	BILK		23166.00	0
0117	VI	Construction & Installation	A	BILK		7128.00	0
0118	 	Mayfair Hotel 4th Level Public				0.00	0
0118	II	Design Concept	A	BILK	11/13/2001 0:00:00		0
0120	 	Costa Dorada Resort & Residenc				0.00	0
0120	DP	Down Payment	A	BILK		44800.00	1
0120	I	Planning	A	BILK	8/27/2001 0:00:00	72576.00	0
0120	II	Design Concept	A	BILK	8/27/2001 0:00:00	72576.00	0
0120	III	Architectural Concept	A	BILK	9/26/2001 0:00:00	100800.0	0
0120	IV	Millwork & specs	A	BILK	9/26/2001 0:00:00	96768.00	0
0120	V	Tender Assistence	A	BILK	10/18/2001 0:00:00	60480.00	0
0121	 	Le Meridien cairo Royal Suites				0.00	0
0121	DP	DOWN PAYMENT	A	BILK		14500.00	1
0121	I	Planning	A	BILK	9/26/2001 0:00:00	1.00	0
0121	II	Design Concept	A	BILK	10/18/2001 0:00:00		0
0122	 	PHILIPPE VALEIX APARTMENT				0.00	0
0123	 	NEW WORLD TOWER, L4,L5,L11				0.00	0
0123	111	ARCITECTURAL INFORMATION	A	BILK		70312.50	0
0123	DP	DOWN PAYMENT	A	BILK		31250.00	1
0123	I	PLANNING	A	BILK		50625.00	0
0123	II	Design Concept	A	BILK	1/25/2002 0:00:00	50625.00	0
0123	III	Architectural Information	A	BILK	12/11/2001 0:00:00	70312.50	0
0123	IV	MILLWORK & SPECS	A	BILK		67500.00	0
0123	V	COORDINATION & INSTALLATION	A	BILK		42187.50	0
0124	 	Branksome II Development				0.00	0
0124	DP	Down Payment	A	BILK		6000.00	1
0124	I	Plannig	A	BILK		6000.00	0
0124	II	Design Concept	A	BILK		6000.00	0
0126	 	French Quarter Hotel, Shanghai				0.00	0
0126	AS	Additional Services	A	BILK	11/15/2002 0:00:00		0
0126	AW	ADDITIONAL WORK	A	BILK		10000.00	0
0126	DP	Down Payment	A	BILK		96800.00	1
0126	I	Planning	A	BILK		168528.8	0
0126	II	Design Concept	A	BILK		227770.4	0
0126	III	Architectural Information	A	BILK		201150.4	0
0126	IV	Millwork & Specs	A	BILK		168432.0	0
0126	V	Tender Assistence	A	BILK		105318.4	0
0201	 	Hyatt Regency Mumbai-Suites				0.00	0
0201	AS	Additional Services	A	BILK			0
0201	I	Planning	A	BILK	5/1/2002 0:00:00		0
0202	 	Kunlun Hotel(Executive Rooms)				0.00	0
0202	I	Planning	A	BILK		22500.00	0
0202	II	Design Concept	A	BILK		22500.00	0
0202	III	Design Concept	A	BILK		31250.00	0
0202	IP	initial Payment	A	BILK		10000.00	0
0202	IV	Millwork & Specs	A	BILK		30000.00	0
0202	V	Tender Assistence	A	BILK		18750.00	0
0205	 	New World Tower, 3rd Level				0.00	0
0205	I	Planning	A	BILK	6/26/2002 0:00:00		0
0205	II	Planning	A	BILK	7/24/2002 0:00:00		0
0205	IV	Millwork & Specs	A	BILK	1/16/2003 0:00:00		0
0206	 	Kunlun Lobby Corridors				0.00	0
0206	DP	Down payment	A	BILK		10000.00	1
0206	I	Planninig	A	BILK		12600.00	0
0206	II	Design Concept	A	BILK		12600.00	0
0206	III	Architectural Information	A	BILK		17500.00	0
0206	IV	Millwork & specs	A	BILK		16800.00	0
0206	V	Tender Assistence	A	BILK		10500.00	0
0207	 	TSNEN WAN, N.T. SERV.APT/CLUB				0.00	0
0207	DP	Down Payment	A	BILK		7350.00	1
0207	I	Completion Phase I	A	BILK		16800.00	0
0207	II	Completion Phase II	A	BILK		29400.00	0
0207	III	Completion Phase III	A	BILK		25200.00	0
0207	IV	REVIEW/COMMENTS	A	BILK		4200.00	0
0207	UA	Upon Appointment	A	BILK		8400.00	0
0208	 	?				0.00	0
0208	1	Planning	A	RB	1/16/2003 0:00:00		0
0208	I	Planning	A	RB	1/16/2003 0:00:00		0
0209	 	TSNEN WAN N.T.SERV.APT.RESIDEN				0.00	0
0209	DP	Down Payment	A	BILK		8400.00	1
0209	I	Completion Phase I	A	BILK		14700.00	0
0209	II	Completion Phase II	A	BILK		25725.00	0
0209	III	Completion Phase III	A	BILK		22050.00	0
0209	IV	REVIEW/COMMENTS	A	BILK		3675.00	0
0209	UA	UPON APPOINTMENT	A	BILK		7350.00	0
0210	 	MONT PARNES HOTEL & CASINO				0.00	0
0210	DP	DOWN PAYMENT	A	BILK		109500.0	1
0210	DT	Design Time	A	BILK		30000.00	0
0210	I	PLANNING	A	BILK	11/15/2002 0:00:00		0
0210	II	Design Concept	A	BILK	11/15/2002 0:00:00		0
0211	 	RAMADA PLAZA, CHINESE RESTAURA				0.00	0
0211	DP	Down Payment	A	BILK		11600.00	1
0211	I	Planning	A	BILK		7888.00	0
0211	II	Design Concept	A	BILK		7888.00	0
0211	III	Architectural Information	A	BILK		11600.00	0
0211	IV	Millwork & Specs	A	BILK		11136.00	0
0211	V	Tender Assistance	A	BILK		6032.00	0
0211	VI	Construction & Installation	A	BILK		1856.00	0
0212	 	KUNLUN HOTEL/REVOLVING REST.				0.00	0
0212	DP	DOWN PAYMENT	A	BILK		7500.00	1
0212	I	PLANNING	A	BILK		12150.00	0
0212	II	DESIGN CONCEPT	A	BILK		12150.00	0
0212	III	ARCH. INFORMATION PACKAGE	A	BILK		16875.00	0
0212	IV	MILLWORK & SPECS	A	BILK		16200.00	0
0212	V	COORDINATION & INSTALLATION	A	BILK		10125.00	0
0214	 	Hyatt Regency Delhi/Various				0.00	0
0214	CR	CAFÉ RESTAURANT	A	BILK	11/25/2002 0:00:00	15000.00	0
0214	IR	INDIAN RESTAURANT	A	BILK		40000.00	0
0214	ML	MAIN LOBBY	A	BILK		40000.00	0
0214	PS	PRESIDENTIAL SUITE	A	BILK	12/10/2002 0:00:00	30000.00	0
0214	RC	REGENCY CLUB	A	BILK		10000.00	0
0215	 	Additional Services Mongkok K2				0.00	0
0215	AS	Additional Services	A	BILK		171000.0	0
0215	IV	MILLWORK AND SPECS	A	BILK	6/16/2003 0:00:00		0
0216	 	MARINA SQUARE HOTEL & CASINO				0.00	0
0216	DP	DOWN PAYMENT	A	BILK		98000.00	1
0216	I	PLANNING	A	BILK		176400.0	0
0216	II	DESIGN CONCEPTION	A	BILK		176400.0	0
0216	III	ARCHITECTURAL INFORMATION	A	BILK		282240.0	0
0216	IV	MILLWORK & SPECS	A	BILK		246960.0	0
0216	V	TIME AND MATERIAL BASIS	A	BILK			0
0216	VI	ADDITIONAL SERVICES				0.00	0
0216.1	JSC	JOB SITE COORDINATOR				50000.00	0
0216.2	III	AS Phase III				43974.52	0
0216.2	I-II	AS Phase I & II				54934.40	0
0216.2	IV	AS Phase IV				38454.08	0
0217	 	KEMPINSKY HOTEL				0.00	0
0217	DP	DOWN PAYMENT	A	BILK		131250.0	1
0217	I	Plannng	A	RB		105000.0	0
0217	II	Design Concept	A	BILK		105000.0	0
0217	III	ARCHITECTURAL INFORMATION	A	BILK		105000.0	0
0217	IV	MILLWORK & SPECS	A	BILK		52500.00	0
0217	V	COORDINATION & INSTALLATION	A	BILK		26250.00	0
0218	 	CHATEAU REGALIA, BEIJING				0.00	0
0218	DP	DOWN PAYMENT	A	BILK		22709.80	1
0218	I	PLANNING	A	RB		30658.23	0
0218	II	DESIGN CONCEPT	A	BILK		30658.23	0
0218	III	ARCHITECTURAL INFORMATION	A	BILK		51097.05	0
0218	IV	MILLWORK & SPECS	A	BILK		61316.46	0
0218	V	COORDINATION & INSTALLATION	A	BILK		30658.23	0
0302	 	Shanghai Shi Mao Int'l Plaza				0.00	0
0302	DP	Down Payment	A	BILK		160000.0	1
0302	I	Planning	A	BILK	3/19/2003 0:00:00	160000.0	0
0302	II	Concept / Design Development	A	BILK	5/1/2003 0:00:00	240000.0	0
0302	III	Detail Design	A	BILK	9/24/2003 0:00:00	320000.0	0
0302	IV	Guestrooms & Hotel Serv. Apt. Mockup & Corridors	A	BILK		80000.00	0
0302	V	Tender Dwgs & Technical Specs / Milkwork & specs				320000.0	0
0302	VI	Tender				80000.00	0
0302	VII	Site Inspections Periodically				240000.0	0
0302.1	AS	Gastrodome Restaurant				19000.00	0
0302.2	DP	Down Payment				3146.60	0
0302.2	I	Planning				3146.60	0
0302.2	II	Concept / Design Development				4719.90	0
0302.2	III	Detail Design				6293.20	0
0302.2	IV	Guestrooms & Hotel Serv. Apt. Mockup & Corridors				1573.30	0
0302.2	V	Tender Dwgs & Technical Specs / Milkwork & specs				6293.20	0
0302.2	VI	Tender				1573.30	0
0302.2	VII	Site Inspections Periodically				4719.90	0
0303	 	H. R. Caicutta-Add Ser-Club K				0.00	0
0303	DP	Down Payment	A	BILK		8000.00	1
0303	I	PLANNING	A	BILK	3/19/2003 0:00:00	10872.00	0
0303	II	Design Concept	A	BILK		10872.00	0
0303	III	Architectural Information	A	BILK		21736.80	0
0303	IV	Millwork & Specs	A	BILK		21736.80	0
0303	V	Coordination and inspections				6782.40	0
0304	 	IFC SERVICE APT. MODEL ROOM				0.00	0
0304	DP	DOWN PAYMENT	A	BILK		9519.23	1
0304	I	PLANNING	A	BILK	3/19/2003 0:00:00	15865.38	0
0304	II	Design Concept	A	BILK		18782.05	0
0304	III	Arch. Information Package	A	BILK		19038.46	0
0305	 	GRAND HYATT HONG KONG, PA				0.00	0
0305	I	PLANNING	A	BILK	11/14/2003 0:00:00	31891.03	0
0305	II					31891.03	0
0305	III					25512.82	0
0305	IV					25512.82	0
0305	V					12756.41	0
0306	 	SHANGRI-LA MAKATI/ISLAND CAFE				0.00	0
0306	DP	DOWN PAYMENT	A	BILK		10000.00	1
0306	I	PLANNING	A	BILK		16200.00	0
0306	II	DESIGN CONCEPT	A	BILK		16200.00	0
0306	III	ARCHITECTURAL INFORMATION	A	BILK		22500.00	0
0306	IV	MILLWORK AND SPECS	A	BILK		21600.00	0
0306	V	TENDER ASSISTANCE	A	BILK		13500.00	0
0307	 	KUNLUN MAIN LOBBY				0.00	0
0307	DP	DOWN PAYMENT	A	BILK		21000.00	1
0307	I	PLANNING	A	BILK		34020.00	0
0307	II	DESIGN CONCEPT	A	BILK		34020.00	0
0307	III	ARCHITECTURAL INFORMATION	A	BILK		47250.00	0
0307	IV	MILLWORK & SPECS	A	BILK		45360.00	0
0307	V	TENDER ASSISTANCE	A	BILK		28350.00	0
0308	 	KUNLUN FUNCTION ROOMS				0.00	0
0308	DP	DOWN PAYMENT	A	BILK		5500.00	1
0308	I	PLANNING	A	BILK		8910.00	0
0308	II	DESIGN CONCEPT	A	BILK		8910.00	0
0308	III	ARCHITECTURAL INFORMATION	A	BILK		12375.00	0
0308	IV	MILLWORK & SPECS	A	BILK		11880.00	0
0308	V	TENDER ASSISTANCE	A	BILK		7425.00	0
0309	 	East Seaport Hotel - Ningdo				0.00	0
0309	DP	Down Payment	A	BILK		75000.00	1
0309	I	Planning	A	BILK		135000.0	0
0309	II	Design Concept	A	BILK		148500.0	0
0309	III	Architectural Information	A	BILK		148500.0	0
0309	IV	Millwork & Specs	A	BILK		141750.0	0
0309	V	Coordination & Installation	A	BILK		101250.0	0
0310	 	KUNLUN MR. LIU'S CONFERENCE RM				0.00	0
0310	DP	DOWN PAYMENT	A	BILK		1500.00	1
0310	I	PLANNING	A	BILK		2700.00	0
0310	II	DESIGN CONCEPT	A	BILK		2970.00	0
0310	III	ARCHITECTURAL INFORMATION	A	BILK		2970.00	0
0310	IV	MILLWORK & SPECS	A	BILK		2835.00	0
0310	V	TENDER ASSISTENCE	A	BILK		2025.00	0
0311	 	Four Seasons Serv. Apart. H.K.				0.00	0
0311	DP	Down Payment	A	BILK		29000.00	1
